chr	start	end	x	y	z
chr19	3355000	3360000	-0.0228978865991068	0.0230767183349853	-0.015502186561656
chr19	3360000	3365000	-0.0254890324536076	0.0198462414776864	-0.012866073035099
chr19	3365000	3370000	-0.0272023142131632	0.0143333404121132	-0.0117744832521714
chr19	3370000	3375000	-0.027642436526729	0.0106466500178045	-0.0137142008601389
chr19	3375000	3380000	-0.0237556313182453	0.0162902624278817	-0.0130181196705763
chr19	3380000	3385000	-0.0195150189129756	0.0215412183090772	-0.0137965851198544
chr19	3385000	3390000	-0.0189492283141788	0.0213367686878019	-0.017247657853422
chr19	3390000	3395000	-0.0213099710896448	0.018050944146184	-0.017480093938475
chr19	3395000	3400000	-0.0219964081170018	0.0176146060135163	-0.0166360927778036
chr19	3400000	3405000	-0.0240305018448525	0.0128284060227349	-0.0179172169859525
chr19	3405000	3410000	-0.0269878307165915	0.0069022660320611	-0.0178143231745701
chr19	3410000	3415000	-0.0237640373709543	0.0125031666402213	-0.0156305000812222
chr19	3415000	3420000	-0.0206463074596054	0.01646771270918	-0.0168826878560906
chr19	3420000	3425000	-0.0210907878679762	0.0162787870622865	-0.0184831202722487
chr19	3425000	3430000	-0.0217232060207755	0.0196137234559616	-0.0176262946988851
chr19	3430000	3435000	-0.0210259160853387	0.021256649974189	-0.0175717800800743
chr19	3435000	3440000	-0.0206532232633284	0.0194646989237386	-0.0183346991115862
chr19	3440000	3445000	-0.0231088997974711	0.0186046765827273	-0.0169018148291951
chr19	3445000	3450000	-0.0268359410527957	0.0143895760951582	-0.0151540842809674
chr19	3450000	3455000	-0.0286486457284441	0.00994683855618257	-0.015215984724093
chr19	3455000	3460000	-0.0267812170330744	0.00657518041764165	-0.0174985029108194
chr19	3460000	3465000	-0.0247784205168091	0.000114899302715339	-0.0210753068707474
chr19	3465000	3470000	-0.0242436001390162	-0.00614335393486861	-0.0217164017524105
chr19	3470000	3475000	-0.0230567405819269	-0.00812740401351706	-0.0216154133544458
chr19	3475000	3480000	-0.0215741940380537	-0.00795903194975016	-0.0227577418567911
chr19	3480000	3485000	-0.0210698200384627	-0.0111809128282816	-0.0222469901267717
chr19	3485000	3490000	-0.0211613122559083	-0.0142597536138923	-0.0205206559364141
chr19	3490000	3495000	-0.0212404946985302	-0.0145218920773318	-0.0203036960710524
chr19	3495000	3500000	-0.0204365001291034	-0.0142697372577086	-0.0212248219749131
chr19	3500000	3505000	-0.0195169904899002	-0.01611802120218	-0.0210570790128208
chr19	3505000	3510000	-0.0181771625435919	-0.0170141030787786	-0.0200481593668965
chr19	3510000	3515000	-0.0171228425263329	-0.0167172221215035	-0.0199065581250574
chr19	3515000	3520000	-0.0160029039945302	-0.01591029324589	-0.022436594497617
chr19	3520000	3525000	-0.0147375707538884	-0.0160846193467046	-0.0236518535067537
chr19	3525000	3530000	-0.0141841406528205	-0.0172951868999075	-0.0227697069061964
chr19	3530000	3535000	-0.0137190081591593	-0.0165486816932952	-0.023635961590584
chr19	3535000	3540000	-0.0124538789989587	-0.0161055736533417	-0.025059235452936
chr19	3540000	3545000	-0.0106664676972439	-0.0147947204978497	-0.027001207393239
chr19	3545000	3550000	-0.00933094156777125	-0.014984347666138	-0.0270243459140488
chr19	3550000	3555000	-0.00763844443154343	-0.0158210503716195	-0.0256710752523071
chr19	3555000	3560000	-0.0073236113136143	-0.0152299953312656	-0.0253353900040039
chr19	3560000	3565000	-0.00637905289394116	-0.0145650839333685	-0.0254132685760194
chr19	3565000	3570000	-0.00320541745450734	-0.0111042401669977	-0.0285017819666393
chr19	3570000	3575000	0.00281549461362602	-0.00561289910172673	-0.0299294753460421
chr19	3575000	3580000	0.00948650546799177	-0.00163163721717556	-0.0276446035890769
chr19	3580000	3585000	0.0127139677852672	-0.00110244113627592	-0.0248575867669016
chr19	3585000	3590000	0.0124287157508897	-0.00447214218487177	-0.0232417508760571
chr19	3590000	3595000	0.00986336314341444	-0.0112611275397176	-0.0226287776542618
chr19	3595000	3600000	0.00887427498223233	-0.0153756578222807	-0.0216681955838177
chr19	3600000	3605000	0.0099767396710815	-0.014141280002166	-0.0227269915175688
chr19	3605000	3610000	0.011407316529229	-0.0125352945383371	-0.0243967757001693
chr19	3610000	3615000	0.0147090747927363	-0.00939670173688506	-0.0238943410196957
chr19	3615000	3620000	0.0201674799768858	-0.00365833135780761	-0.0220754799835719
chr19	3620000	3625000	0.0240092228929969	-0.000695247529778524	-0.0205400661308922
chr19	3625000	3630000	0.0244113652274715	0.00273710627960813	-0.0200829725928725
chr19	3630000	3635000	0.0240029441415398	0.00703651575861439	-0.020085005552534
chr19	3635000	3640000	0.0257037245351306	0.00985439341787037	-0.0191888653582315
chr19	3640000	3645000	0.0273448583562643	0.0115771799390178	-0.0179534156516724
chr19	3645000	3650000	0.0273737865195274	0.0103049619332421	-0.017673506876337
chr19	3650000	3655000	0.0261168711770166	0.010250476083635	-0.0171205653019245
chr19	3655000	3660000	0.0246309073005081	0.00950471699813691	-0.0166551970710287
chr19	3660000	3665000	0.0246033967691012	0.00791179626777607	-0.016980148458028
chr19	3665000	3670000	0.0255407264269156	0.00763843131017409	-0.0168549650610078
chr19	3670000	3675000	0.025452083843824	0.00472410447810557	-0.0180999420690485
chr19	3675000	3680000	0.0259214398050064	0.00416029946991049	-0.0195353083539245
chr19	3680000	3685000	0.0275180288707117	0.00709320917047648	-0.0182972766881931
chr19	3685000	3690000	0.0279025108680379	0.00554474193906908	-0.017449180747797
chr19	3690000	3695000	0.0279673388373675	0.00517089130947391	-0.0149963297085837
chr19	3695000	3700000	0.0272074232456087	0.00836574979847134	-0.0113997533109801
chr19	3700000	3705000	0.0279821185450305	0.00696503684855187	-0.0109788006470395
chr19	3705000	3710000	0.0294063404779787	0.0021126192380987	-0.0120608831852277
chr19	3710000	3715000	0.0280669206384002	-0.00402014007315765	-0.0129395185043096
chr19	3715000	3720000	0.0270926358243451	-0.00336244331304414	-0.0128373846180976
chr19	3720000	3725000	0.0274211855027164	0.00241128107779802	-0.0105727507696846
chr19	3725000	3730000	0.0275995232328523	0.0035958103714246	-0.00862826821407452
chr19	3730000	3735000	0.0269503311589928	-0.00217834981773064	-0.00929845549930791
chr19	3735000	3740000	0.0273721563159759	-0.00368210229889262	-0.00899785845268147
chr19	3740000	3745000	0.0283999052735481	0.00183945669076621	-0.00662293541778782
chr19	3745000	3750000	0.0277797922438591	-0.00245714844618914	-0.00729799133230289
chr19	3750000	3755000	0.0243059488885292	-0.011168681553071	-0.00952826812801943
chr19	3755000	3760000	0.0246295687634065	-0.00860448115408857	-0.00811680872672012
chr19	3760000	3765000	0.0297174671060022	-0.00206719610480154	-0.00597587689395947
chr19	3765000	3770000	0.0308854390317474	-0.0054254425632057	-0.00233864907590448
chr19	3770000	3775000	0.0297133190247133	-0.0119607736528624	0.000303210836649628
chr19	3775000	3780000	0.026373398657649	-0.0161399983687083	0.00093580562828882
chr19	3780000	3785000	0.02011999697963	-0.0198688506624086	0.00504002356694359
chr19	3785000	3790000	0.0168529652450921	-0.0241445340107417	0.00701441967640198
chr19	3790000	3795000	0.0162162698544272	-0.0272177224574485	0.00608558181293977
chr19	3795000	3800000	0.0142185977842668	-0.0285222038013327	0.00586056923186074
chr19	3800000	3805000	0.0113649898935592	-0.0289542113758608	0.00761730937548972
chr19	3805000	3810000	0.0113518550743255	-0.0283932358658419	0.00909425030371609
chr19	3810000	3815000	0.0124123877407723	-0.0291042851983595	0.00839262889103289
chr19	3815000	3820000	0.0132282131392434	-0.0287229672294036	0.00870339071519286
chr19	3820000	3825000	0.0134817635100238	-0.0280282986068853	0.00830691503665817
chr19	3825000	3830000	0.0144039823167766	-0.0278597094868007	0.00866995303778399
chr19	3830000	3835000	0.0157889565531215	-0.0261765629106328	0.0118570744765281
chr19	3835000	3840000	0.0154269532288511	-0.0248429143966109	0.0138362328252878
chr19	3840000	3845000	0.0189157293296509	-0.0172418258643325	0.0161115356367924
chr19	3845000	3850000	0.0215651311008536	-0.00654220273662789	0.0201540856125656
chr19	3850000	3855000	0.0202383922288296	-0.0100249719212339	0.0204828076743932
chr19	3855000	3860000	0.0189938338803902	-0.019527210526822	0.019521434871141
chr19	3860000	3865000	0.0161799054433762	-0.0227056563409388	0.0204278862209122
chr19	3865000	3870000	0.0129097848004649	-0.024050944605852	0.0200749651206269
chr19	3870000	3875000	0.0137752969439951	-0.0250697496763266	0.0185796931080669
chr19	3875000	3880000	0.0144222116983383	-0.0241297424198729	0.0192184947017954
chr19	3880000	3885000	0.0113051365872352	-0.0224683827599285	0.0218679411979999
chr19	3885000	3890000	0.00682675951653674	-0.0197056851971877	0.0241644830083047
chr19	3890000	3895000	0.00598153147565321	-0.0181810463388969	0.0255220242827731
chr19	3895000	3900000	0.00993230982594807	-0.0144427219996202	0.0268143802880081
chr19	3900000	3905000	0.0137042530250864	-0.0116615277726283	0.0274256695075559
chr19	3905000	3910000	0.0178064456333057	-0.00821560206918267	0.0276362229451191
chr19	3910000	3915000	0.0177939057397096	-0.0051788563278332	0.0287436756439506
chr19	3915000	3920000	0.0122576432299078	-0.00413242652079169	0.0282250386405012
chr19	3920000	3925000	0.00977955406058905	-0.00142906885828137	0.0282945714056229
chr19	3925000	3930000	0.0119040745729754	0.000289659208269938	0.0296804735035672
chr19	3930000	3935000	0.0128060038165019	0.00262570577204912	0.0306135609413009
chr19	3935000	3940000	0.014228256937267	0.00385803214146286	0.0314712973691109
chr19	3940000	3945000	0.0134302555253161	0.00468333653717932	0.0321229312367846
chr19	3945000	3950000	0.0144321983845216	0.00338883259904445	0.0321878850333756
chr19	3950000	3955000	0.0211708801083905	0.000666770895761634	0.0303575719974502
chr19	3955000	3960000	0.0197846344218473	0.000250342530570142	0.0295811294275665
chr19	3960000	3965000	0.0109619724395324	0.000629336853185355	0.0306859417462916
chr19	3965000	3970000	0.00925275729653413	0.000381970035921946	0.0304314901943775
chr19	3970000	3975000	0.0109171310698634	0.00306715715272611	0.0295522413308985
chr19	3975000	3980000	0.0113078975336515	0.000110698782859667	0.0303947364790838
chr19	3980000	3985000	0.0139494322223125	-0.0055751826341488	0.0326650666047245
chr19	3985000	3990000	0.0154987327495906	-0.00184920394334459	0.0334887821959711
chr19	3990000	3995000	0.0154817613872017	0.00374029049653605	0.0333957211796553
chr19	3995000	4000000	0.0148365640561987	0.00531221213034065	0.0345546497569082
chr19	4000000	4005000	0.0114194725795339	0.00310626722601886	0.0339454511161728
chr19	4005000	4010000	0.00856131081503901	0.00201590092990923	0.0343029023681655
chr19	4010000	4015000	0.0128466585814283	0.00381670336858751	0.0349227252204019
chr19	4015000	4020000	0.01633731671274	0.00273120282063862	0.033311020374826
chr19	4020000	4025000	0.0155245249151103	0.00108680781616577	0.0326574466433678
chr19	4025000	4030000	0.0163562012140258	-0.000873915515596262	0.0318373385495775
chr19	4030000	4035000	0.0173934338608031	-0.00231625642157193	0.0313937073448499
chr19	4035000	4040000	0.0138504583834535	-0.00178131060697478	0.0314126002463511
chr19	4040000	4045000	0.0129221839062273	-0.000836807692289226	0.0319918665976078
chr19	4045000	4050000	0.0168325084648425	0.00176355175443104	0.0325720934353278
chr19	4050000	4055000	0.0188804397928798	0.00291245188790559	0.0312942135747958
chr19	4055000	4060000	0.0151538862663529	-0.00149813361090227	0.0265215961308896
chr19	4060000	4065000	0.0127919307475323	-0.00363486335834956	0.024921995922645
chr19	4065000	4070000	0.0151123039097086	-0.00223263866346794	0.027692994290863
chr19	4070000	4075000	0.0179193314252303	-0.000472253889435751	0.0276174390753781
chr19	4075000	4080000	0.0200868630706152	0.0016935212044854	0.0275721930106217
chr19	4080000	4085000	0.0209223424704417	0.00269355647119938	0.0280782501290634
chr19	4085000	4090000	0.0189411831382545	0.00545235162238389	0.0286386560766602
chr19	4090000	4095000	0.0162900259644479	0.00986467202441411	0.0295910427297831
chr19	4095000	4100000	0.0141295931962853	0.0136539571741246	0.0291228149368429
chr19	4100000	4105000	0.012615479245419	0.0136876804735963	0.028665888999597
chr19	4105000	4110000	0.0140780551785324	0.0132510075302764	0.0291527517871138
chr19	4110000	4115000	0.0160150721594489	0.0116153405224247	0.0291726030918347
chr19	4115000	4120000	0.0166120083883893	0.0125718958796109	0.0284872577877004
chr19	4120000	4125000	0.0156772689041662	0.0186810872160319	0.0271165245980867
chr19	4125000	4130000	0.015045159595265	0.0187978739549741	0.025793145986278
chr19	4130000	4135000	0.0114372905881176	0.0168873873879512	0.0250737407822327
chr19	4135000	4140000	0.0117106668359685	0.0152829251238134	0.0245496297278993
chr19	4140000	4145000	0.0152069770646443	0.0126743671083132	0.0245747856923063
chr19	4145000	4150000	0.013433693544061	0.0141329568068736	0.0239133387068634
chr19	4150000	4155000	0.00969430102436203	0.016576225190634	0.0231671632990877
chr19	4155000	4160000	0.00993349086867001	0.0172189836815605	0.0238871249472869
chr19	4160000	4165000	0.0134459744144903	0.0168779034972403	0.0253658446928194
chr19	4165000	4170000	0.0164927474548556	0.0161607504447042	0.0248810526730195
chr19	4170000	4175000	0.0190520639558526	0.01550379200349	0.0218823694106198
chr19	4175000	4180000	0.0203245157914143	0.0131156471825402	0.0207893385407063
chr19	4180000	4185000	0.0190014586169219	0.0136723889014186	0.0204624042151768
chr19	4185000	4190000	0.0168945926477332	0.0182547979163668	0.0194548622368626
chr19	4190000	4195000	0.014529523005083	0.0215374107770377	0.0182830235182224
chr19	4195000	4200000	0.0144330133417438	0.0237512456275881	0.0155384427754094
chr19	4200000	4205000	0.0187297545941391	0.0219392789583889	0.0128270571482782
chr19	4205000	4210000	0.0172290487920641	0.0199066490431927	0.0116397239217137
chr19	4210000	4215000	0.0146033364444864	0.0207400845746359	0.0118160916262417
chr19	4215000	4220000	0.0148034618629898	0.0210200990426408	0.0128931200557324
chr19	4220000	4225000	0.01417947746381	0.0209647118192488	0.014905629046257
chr19	4225000	4230000	0.0164119092695747	0.0209890500441676	0.0135624801088369
chr19	4230000	4235000	0.0184469967767913	0.0197322107492672	0.00981179203591827
chr19	4235000	4240000	0.0211381352409878	0.0167716017382952	0.00850516464987973
chr19	4240000	4245000	0.0233588600337517	0.0150360217082475	0.00764135524238496
chr19	4245000	4250000	0.0229392402065508	0.0164148940469716	0.00533396198579103
chr19	4250000	4255000	0.0230795516980862	0.0181632935257969	0.00300374650290855
chr19	4255000	4260000	0.0222384001615448	0.0182693862117956	0.00000221939509625728
chr19	4260000	4265000	0.0211594676159778	0.0175910095439459	-0.00370702707677471
chr19	4265000	4270000	0.0218555077156173	0.0159633187045109	-0.00505640899631075
chr19	4270000	4275000	0.0203535875398067	0.016719486971699	-0.0042715551968431
chr19	4275000	4280000	0.0191429618080363	0.0193069075189499	-0.00364534787897241
chr19	4280000	4285000	0.0174169196296329	0.0220169874114829	-0.0037456328359202
chr19	4285000	4290000	0.0154328363933231	0.0234016159070434	-0.00341863294090591
chr19	4290000	4295000	0.015428685155225	0.0224386677342959	-0.00370362038616345
chr19	4295000	4300000	0.014648836590983	0.0223951784406212	-0.00400076412391132
chr19	4300000	4305000	0.0148034232734289	0.0233656743787469	-0.00343938401278453
chr19	4305000	4310000	0.0160620440252008	0.023665245866417	-0.00394055787029215
chr19	4310000	4315000	0.0168395013141357	0.0232013801651737	-0.00484025085785932
chr19	4315000	4320000	0.0157774012608321	0.0229714039786547	-0.00542430865753642
chr19	4320000	4325000	0.0150653331063419	0.0221533172790784	-0.00759980812479827
chr19	4325000	4330000	0.014341405865017	0.0223050744721616	-0.00955180394254196
chr19	4330000	4335000	0.0139730382053873	0.0222780625423354	-0.0113850253654982
chr19	4335000	4340000	0.0146646367273714	0.0192689908049226	-0.014567603070314
chr19	4340000	4345000	0.0143696151338431	0.0170356773822058	-0.0159468882929576
chr19	4345000	4350000	0.0138904069254847	0.0162007680516708	-0.0164120758811552
chr19	4350000	4355000	0.0135456240632842	0.0154206823609677	-0.017685886904089
chr19	4355000	4360000	0.0130888284500775	0.0149035190219808	-0.0182725575629621
chr19	4360000	4365000	0.0126309029915907	0.0155562495019104	-0.0178273044486835
chr19	4365000	4370000	0.0119238819833077	0.0165102344516681	-0.0168977894495105
chr19	4370000	4375000	0.0115848200135794	0.0160881902279331	-0.0160996177819572
chr19	4375000	4380000	0.0123492260092802	0.0159128254568571	-0.016806187049144
chr19	4380000	4385000	0.0129230071821268	0.0155452500269655	-0.0175637895341113
chr19	4385000	4390000	0.0129266663841248	0.0157344246386973	-0.0171551926182549
chr19	4390000	4395000	0.0119009888390174	0.0175094507175991	-0.0165439099885019
chr19	4395000	4400000	0.0114881290885775	0.0163910458935308	-0.0170768653438544
chr19	4400000	4405000	0.0117693498525638	0.0120989800860638	-0.0186000656507731
chr19	4405000	4410000	0.0114076307673421	0.00935157637471217	-0.0198539186307497
chr19	4410000	4415000	0.0130306280593983	0.0075655572388804	-0.0198686721578299
chr19	4415000	4420000	0.0142357629470319	0.00523142575377657	-0.0193981177124039
chr19	4420000	4425000	0.0135791437091989	0.00310365659931492	-0.0199801566931585
chr19	4425000	4430000	0.0138802548196106	0.0007166872651568	-0.0196144960219292
chr19	4430000	4435000	0.0148413584693027	-0.000531624456077255	-0.0183649120379974
chr19	4435000	4440000	0.0153305365848979	-0.000726225700351616	-0.0171858592566642
chr19	4440000	4445000	0.0140911583630446	-0.00201643391040359	-0.017103457762059
chr19	4445000	4450000	0.0113794581081763	-0.00368486399340531	-0.0193525067912945
chr19	4450000	4455000	0.00943722226653192	-0.00424383255156172	-0.0214213118161955
chr19	4455000	4460000	0.00860899303171328	-0.00661870676216065	-0.0208296602692362
chr19	4460000	4465000	0.00770000172463286	-0.00926410104526291	-0.020273141806487
chr19	4465000	4470000	0.00805099772327898	-0.0118347613625689	-0.0187922321563202
chr19	4470000	4475000	0.00887832667682972	-0.013759039777916	-0.01789999408712
chr19	4475000	4480000	0.00738601013333157	-0.0137979543696707	-0.0185003289689535
chr19	4480000	4485000	0.00567244346537375	-0.0165339450114781	-0.0168683462219944
chr19	4485000	4490000	0.0042815668470498	-0.0161268971258115	-0.018666493492793
chr19	4490000	4495000	0.00127732046757117	-0.0146666615741937	-0.0209846787277484
chr19	4495000	4500000	0.000763373933462184	-0.0184697212415575	-0.0166729021053413
chr19	4500000	4505000	0.00422945598691852	-0.0208400251907625	-0.0125211421249173
chr19	4505000	4510000	0.00643649005440753	-0.0213302671768343	-0.0117115005558989
chr19	4510000	4515000	0.00715500223997786	-0.021630964385766	-0.0131221436111649
chr19	4515000	4520000	0.00725205158191247	-0.0206046798319085	-0.016275465861945
chr19	4520000	4525000	0.00737366337873289	-0.0214466453721174	-0.0152455529918023
chr19	4525000	4530000	0.00743316332969065	-0.0229754516546856	-0.0130187374498025
chr19	4530000	4535000	0.00629400089961512	-0.0243959809183512	-0.0129725107839318
chr19	4535000	4540000	0.0057135795708842	-0.0259069822855298	-0.012393833819078
chr19	4540000	4545000	0.0066010954364872	-0.0255869378998116	-0.0114388317926936
chr19	4545000	4550000	0.00720196073708055	-0.0249901635676053	-0.00974099676156783
chr19	4550000	4555000	0.00721393215964271	-0.0238592063924868	-0.0102207102940503
chr19	4555000	4560000	0.00846135750829144	-0.0226245851213557	-0.00876212582555824
chr19	4560000	4565000	0.00857182750541696	-0.0237412753473029	-0.00647560312899879
chr19	4565000	4570000	0.00711157008295618	-0.0247214644868808	-0.00818465862426611
chr19	4570000	4575000	0.00657805100540648	-0.0245821654811834	-0.00995749913521153
chr19	4575000	4580000	0.00610754232288692	-0.0244830396901558	-0.0118232217269577
chr19	4580000	4585000	0.00470644647307293	-0.0243532318253029	-0.0104809077170259
chr19	4585000	4590000	0.00417358889758473	-0.0239582758815344	-0.0090090580277016
chr19	4590000	4595000	0.00336350962951094	-0.0230148363785013	-0.0117353791554111
chr19	4595000	4600000	0.000935528223194872	-0.0227970882770472	-0.013696049192632
chr19	4600000	4605000	0.000154729954910539	-0.0226180390967012	-0.013968225054366
chr19	4605000	4610000	0.000683830719349634	-0.0218445067316432	-0.0072282420348842
chr19	4610000	4615000	-0.000521564552480097	-0.0219952881072665	-0.00170815871441638
chr19	4615000	4620000	-0.00270976595948058	-0.0224083877812118	-0.0026653645566009
chr19	4620000	4625000	-0.00795639525350381	-0.0186604811191309	-0.00650490360375333
chr19	4625000	4630000	-0.0123507853868435	-0.0167440996138597	-0.0115717241021956
chr19	4630000	4635000	-0.0112837747649649	-0.0202061748353447	-0.00969706705537235
chr19	4635000	4640000	-0.00938678996546138	-0.0218265934857359	-0.00788107435884359
chr19	4640000	4645000	-0.0100513204809096	-0.0223237596188748	-0.00832940611312025
chr19	4645000	4650000	-0.0111117875020215	-0.0224675780100165	-0.0104683568477876
chr19	4650000	4655000	-0.00894761305534648	-0.0231088197447077	-0.00842523047648832
chr19	4655000	4660000	-0.0060951073899085	-0.0246789644349802	-0.00429771945405505
chr19	4660000	4665000	-0.00612192785100418	-0.0250624582580323	-0.00702495491598089
chr19	4665000	4670000	-0.00742837840379466	-0.0250274185734799	-0.00688421362947183
chr19	4670000	4675000	-0.00755304072890579	-0.0251909142756362	-0.0048396726997194
chr19	4675000	4680000	-0.00724254512177581	-0.0252576877399566	-0.00603935613589649
chr19	4680000	4685000	-0.00573984584953063	-0.0249971572761327	-0.00592751151695422
chr19	4685000	4690000	-0.00555391366352949	-0.0249558363035672	-0.00420658591480639
chr19	4690000	4695000	-0.00686407365965424	-0.025129926123208	-0.00157755492554777
chr19	4695000	4700000	-0.00794220707360929	-0.0245450163197419	-0.00206690918385925
chr19	4700000	4705000	-0.00880784121928354	-0.0220438164176887	-0.00825370570396098
chr19	4705000	4710000	-0.00810138577733232	-0.0208823754116929	-0.00649333399766627
chr19	4710000	4715000	-0.00711241317237808	-0.0220047515707196	-0.000356575709252539
chr19	4715000	4720000	-0.0080776981776213	-0.0219198933997687	-0.00357640150336789
chr19	4720000	4725000	-0.0104721114064905	-0.0210086701565427	-0.00874278497206766
chr19	4725000	4730000	-0.0110005415573614	-0.0189069653532689	-0.0119104790004686
chr19	4730000	4735000	-0.010827791499446	-0.0184377552078305	-0.0107723651248261
chr19	4735000	4740000	-0.0133079279723907	-0.0184771495568017	-0.0105709678026216
chr19	4740000	4745000	-0.0164523440483283	-0.0164654489056632	-0.0104101685011655
chr19	4745000	4750000	-0.0193113921345528	-0.0120138168137022	-0.00749404921726154
chr19	4750000	4755000	-0.0225028841691069	-0.00548374420792514	-0.00984016316553134
chr19	4755000	4760000	-0.024038602669365	0.000699805120663672	-0.0120331398815906
chr19	4760000	4765000	-0.0246293711200953	0.00493173600593243	-0.0107398571623526
chr19	4765000	4770000	-0.0255522867767116	0.00554487150815226	-0.0104207872268448
chr19	4770000	4775000	-0.0255342238119553	0.00604838561904	-0.0118555069376815
chr19	4775000	4780000	-0.0245152390662043	0.0073695899844267	-0.0129820257043971
chr19	4780000	4785000	-0.0244164323596659	0.00817503638563207	-0.0139149603191461
chr19	4785000	4790000	-0.0255039211952643	0.00969250668257355	-0.0122199399898748
chr19	4790000	4795000	-0.025716110065208	0.0114068514956618	-0.0121278187406417
chr19	4795000	4800000	-0.0254235116654623	0.0112781291182384	-0.0131602211333083
chr19	4800000	4805000	-0.0261239483796156	0.00944569980932814	-0.0111239457074612
chr19	4805000	4810000	-0.0267277464696051	0.00767330930640152	-0.00973655715972136
